tweet_id,create_time,screen_name,username,text,matched,positive
978851655390244865,Wed Mar 28 04:29:55 +0000 2018,peachyjinson,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978851652101984257,Wed Mar 28 04:29:54 +0000 2018,missazreyn,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978851468634722304,Wed Mar 28 04:29:10 +0000 2018,musicandtv95,[],If i was a musician id name my album 201cSOON201d lmaooo,True
978851418663735296,Wed Mar 28 04:28:59 +0000 2018,waris_ert0617,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978851356038615041,Wed Mar 28 04:28:44 +0000 2018,VK_Intel,"[u'@KorbenD_Intel', u'@securitydoggo', u'@James_inthe_box', u'@malwrhunterteam', u'@enigma0x3', u'@JohnLaTwC']",@KorbenD_Intel @securitydoggo @James_inthe_box @malwrhunterteam @enigma0x3 @JohnLaTwC Nice find #Orcus #RAT keylo ,True
978851299054833671,Wed Mar 28 04:28:30 +0000 2018,kysmtx,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978851158809866240,Wed Mar 28 04:27:57 +0000 2018,Gandi2099,[u'@AdalahNY'],RT @AdalahNY Reem Banna beloved Palestinian singer from Nazareth who died Sunday from cancer advocated for the cultural boycott of Israe,True
978850862612340737,Wed Mar 28 04:26:46 +0000 2018,ni_Tarh,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978850852042665984,Wed Mar 28 04:26:43 +0000 2018,soupanxiety,[],If the new gorillaz album doesn2019t have Noodle as front singer then I don2019t wanna hear it,True
978850849588957185,Wed Mar 28 04:26:43 +0000 2018,Revohloo,[u'@online_idol'],"RT @online_idol ONLINE IDOL SEASON 2 IS PROJECTED TO BEGIN THE SECOND WEEK OF APRIL 

GET READY TO SUPPORT VOTE FOR YOUR FAVORITES

GET",True
978850741849911296,Wed Mar 28 04:26:17 +0000 2018,PrettyBigO_Os,[],I2019m so happy Alexus said she wanna go to concert with me Boosie gon have that hoe swangin,True
978850603383345152,Wed Mar 28 04:25:44 +0000 2018,Mintaegi2,"[u'@voguemagazine', u'@BTS_twt']",RT @voguemagazine Watch what happened when @BTS_twt the global Kpop phenomenon boarded a party bus with Vogue and took LA by storm h,True
978850409962967041,Wed Mar 28 04:24:58 +0000 2018,1DIsabella5SOS,[],I will never forget the day my friend got a Michael follow She called me up crying I was on my way home from a 5s ,True
978850251934195712,Wed Mar 28 04:24:20 +0000 2018,wa1gov,[],"US #HamRadio Band CondX
160m Wide Open
80m Wide Open
 ",True
978850212860121088,Wed Mar 28 04:24:11 +0000 2018,soufrierehillsR,[],#Nowplaying on Soufriere Hills Radio #Soca #Calypso #Caribbean #worldmusic Last Band by Rikki Jai #ListenNow ,True
978850192756822017,Wed Mar 28 04:24:06 +0000 2018,dionysusqueen,[],if she doesn't understand kanye is a composer and not a rapper shes too young for you bro,True
978850053203873796,Wed Mar 28 04:23:33 +0000 2018,larrybeebo,[u'@JustHoldMalia'],"RT @JustHoldMalia Sooo the concert venue in Amsterdam where Harry just performed confirmed Louis Tomlinson was in the building
No won",True
978850047243800576,Wed Mar 28 04:23:32 +0000 2018,paltrowitz,"[u'@thorogoodmusic', u'@UME', u'@PureGrainAudio']","A look at the new @thorogoodmusic LP release via @UME as written for @PureGrainAudio



Ge ",True
978849944957308928,Wed Mar 28 04:23:07 +0000 2018,Domdesu06,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978849928985436161,Wed Mar 28 04:23:03 +0000 2018,MenudoMagic,"[u'@KingsHaremBand', u'@spiderwebradio']",RT @KingsHaremBand KINGS HAREM has a show on 03/29/2018 at 0800 PM @ @spiderwebradio in S Detroit MI  #concert,True
978849893627375616,Wed Mar 28 04:22:55 +0000 2018,sarah_lask,[u'@HoodieAllen'],@HoodieAllen How did Nolan Ryan beat Sticks and Stones? Still remember the first concert you performed it at in Oh ,True
978849828879945728,Wed Mar 28 04:22:40 +0000 2018,omnomdomino,[u'@VGArtAndTidbits'],RT @VGArtAndTidbits Splatoon  Squid Sisters Concert from Paris promotional artwork ,True
978849807405023234,Wed Mar 28 04:22:34 +0000 2018,namjooniee98,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978849640450805760,Wed Mar 28 04:21:55 +0000 2018,BERBIIH,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978849619194064897,Wed Mar 28 04:21:50 +0000 2018,wzqrfm,[],Big Band Remote Broadcasts Piano Sonata in B Major Op posth 147 D 575 II Andante 4U19 by Peter R00f6sel Liste ,True
978849608502824960,Wed Mar 28 04:21:47 +0000 2018,moyacaitlinjb,[u'@ninanesbitt'],If anyone is interested in going to @ninanesbitt's concert at The Space in Hamden on April 26th at 8pm PLEASE LMK,True
978849589666156544,Wed Mar 28 04:21:42 +0000 2018,Tanyawarren,[u'@fringeflowers'],RT @fringeflowers What a Beautiful Way to Express Your Spirituality with this #SterlingSilver Fancy Vented Band with #Sanskrit The Langua,True
978849581764153344,Wed Mar 28 04:21:41 +0000 2018,calmikeyotxx,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978860906112307201,Wed Mar 28 05:06:41 +0000 2018,itsgatovelez,"[u'@SonySquareNYC', u'@CNCOmusic']",RT @SonySquareNYC Purchase the new #CNCOAlbum from @CNCOmusic at #SonySquareNYC on Friday April 6  meet the band in person More informa,True
978860876286570503,Wed Mar 28 05:06:33 +0000 2018,kaci_babby,[],I wanna go to the chris brown concert,True
978860759127089152,Wed Mar 28 05:06:05 +0000 2018,chaelyeongi,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978860548371697665,Wed Mar 28 05:05:15 +0000 2018,silva94606568,[u'@RealisticFilm'],RT @RealisticFilm Sunset Mind Boom  Evan Rhodes #abstractart #motionGraphics #design #digitalart #nycart #scifiart #Graphics #scifi #cine,True
978860509280731136,Wed Mar 28 05:05:06 +0000 2018,Alan_Wake_desu,[],"I wish their newer stuff didn't blow because i still love them a lot
Good band good sound",True
978860486392459264,Wed Mar 28 05:05:00 +0000 2018,MAGAChronicle,[],,True
978860473650237440,Wed Mar 28 05:04:57 +0000 2018,cocabong,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978860311875866624,Wed Mar 28 05:04:19 +0000 2018,Jaskarndeep3,"[u'@Jeff__Benjamin', u'@Stray_Kids', u'@Billboard']",RT @Jeff__Benjamin Congratulations to @Stray_Kids for making their debut on @Billboard's Social 50 chart this week at No 45 Very promisi,True
978860276677267456,Wed Mar 28 05:04:10 +0000 2018,Diana_Angelicaa,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978860091142221825,Wed Mar 28 05:03:26 +0000 2018,sarah_czw,[u'@TheShins'],i will never be over that episode of Gilmore Girls where @TheShins were somehow a Spring Break band,True
978860072192311297,Wed Mar 28 05:03:22 +0000 2018,katekatbar_,[],201cEvery concert venue should have ascending floors so short people can see201d  me a short person,True
978860061505318912,Wed Mar 28 05:03:19 +0000 2018,loveidols,[u'@kpopstarz'],RT @kpopstarz SHINee Japan Concert Jonghyun Memorial  ,True
978859999656112128,Wed Mar 28 05:03:04 +0000 2018,marden_peterson,[u'@Natquintero15'],@Natquintero15 LMFAOO IM DEAD This bitch got blasted at a folk concert tonight and was like jumping i swore she was off something crazy,True
978859837772754945,Wed Mar 28 05:02:26 +0000 2018,LarryGozado_,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978859833179934720,Wed Mar 28 05:02:25 +0000 2018,adeoshodi_photo,[u'@SchomburgCenter'],RT @SchomburgCenter Birthday of Jazz singer Sarah Vaughan 1924 #todayinblackhistory  ,True
978859651264544769,Wed Mar 28 05:01:41 +0000 2018,MAX1063WHCY,[],"UK singer/songwriter Brooker has shared her brand new single ""Naked To Strangers""  listen here ",True
978859623758352392,Wed Mar 28 05:01:35 +0000 2018,rhutch1992,"[u'@Vevo', u'@5SoS']","RT @Vevo The @5SoS world is turned upside down in ""Want You Back"" the first release in 2 years by the Aussie poppunk band ",True
978859387254124544,Wed Mar 28 05:00:38 +0000 2018,barbaraxxx5,[u'@slaymedems'],RT @slaymedems Fans outside of the venue after the concert singing and dancing to Sorry Not Sorry d83dde2dd83ddc9e ,True
